"Genero","Edad","Efectivo","Online","GastoMedio","G"
"Hombre",47,"Si","Si",223.04,"R"
"Hombre",23,"No","No",133.5,"V"
"Mujer",53,"Si","No",254.32,"R"
"Mujer",65,"No","No",202.25,"R"
"Hombre",26,"No","No",152.63,"A"
"Hombre",49,"No","No",221.75,"R"
"Hombre",49,"Si","Si",231.43,"R"
"Mujer",70,"Si","Si",158.6,"A"
"Mujer",26,"No","No",170.75,"A"
"Hombre",56,"Si","No",220.24,"R"
"Hombre",27,"Si","No",172.79,"A"
"Mujer",35,"Si","No",226.91,"R"
"Hombre",30,"No","Si",176.58,"A"
"Hombre",67,"No","No",176.13,"A"
"Hombre",57,"Si","No",205.45,"R"
"Hombre",55,"Si","Si",220.85,"R"
"Hombre",52,"Si","Si",215.34,"R"
"Hombre",34,"Si","Si",194.72,"A"
"Mujer",24,"Si","No",158.98,"A"
"Hombre",70,"No","Si",159.01,"A"
"Mujer",34,"Si","No",227.13,"R"
"Hombre",52,"No","No",206.6,"R"
"Mujer",24,"Si","Si",149.79,"V"
"Hombre",55,"No","No",229.45,"R"
"Mujer",69,"Si","Si",166.92,"A"
"Hombre",64,"No","Si",181.85,"A"
"Hombre",48,"No","Si",228.58,"R"
"Hombre",48,"No","No",223.14,"R"
"Mujer",58,"Si","Si",237.55,"R"
"Mujer",18,"No","Si",81.76,"M"
"Hombre",58,"Si","Si",200.58,"R"
"Hombre",65,"Si","No",186.74,"A"
"Mujer",32,"Si","No",214.29,"R"
"Hombre",31,"Si","Si",179.84,"A"
"Hombre",23,"No","Si",139.86,"V"
"Mujer",53,"Si","Si",254.8,"R"
"Mujer",63,"No","No",210.85,"R"
"Hombre",38,"No","No",214.96,"R"
"Hombre",19,"No","Si",91.88,"M"
"Mujer",39,"Si","Si",246.84,"R"
"Mujer",60,"Si","No",230.81,"R"
"Hombre",60,"No","Si",215.29,"R"
"Mujer",26,"No","Si",172.9,"A"
"Mujer",25,"No","Si",161.12,"A"
"Hombre",69,"No","No",164.44,"A"
"Mujer",41,"No","Si",255.32,"R"
"Hombre",49,"Si","No",233.38,"R"
"Mujer",27,"Si","No",178.99,"A"
"Hombre",32,"Si","No",178.27,"A"
"Hombre",62,"Si","Si",196.47,"A"
"Mujer",57,"Si","Si",247.89,"R"
"Hombre",24,"Si","Si",140.97,"V"
"Hombre",68,"Si","Si",164.02,"A"
"Mujer",25,"No","Si",159.89,"A"
"Hombre",66,"No","Si",175.02,"A"
"Hombre",34,"No","No",195.89,"A"
"Mujer",64,"No","Si",202.89,"R"
"Hombre",29,"Si","Si",169.04,"A"
"Mujer",55,"Si","Si",250.1,"R"
"Hombre",45,"Si","No",233.19,"R"
"Mujer",42,"Si","No",255.28,"R"
"Hombre",20,"No","Si",114.38,"V"
"Hombre",28,"Si","Si",180.21,"A"
"Hombre",43,"No","Si",209.14,"R"
"Mujer",37,"No","No",239.09,"R"
"Mujer",27,"Si","Si",177.56,"A"
"Mujer",48,"Si","No",261.44,"R"
"Hombre",44,"No","Si",223.4,"R"
"Mujer",50,"No","No",263.84,"R"
"Mujer",54,"Si","No",251.49,"R"
"Hombre",53,"No","No",237.46,"R"
"Mujer",35,"Si","No",230.25,"R"
"Hombre",25,"Si","Si",136.02,"V"
"Mujer",20,"Si","Si",106.43,"V"
"Hombre",57,"No","Si",221.54,"R"
"Mujer",63,"No","No",212.73,"R"
"Hombre",69,"Si","Si",153.08,"A"
"Mujer",37,"No","No",240.48,"R"
"Hombre",38,"Si","Si",206.8,"R"
"Hombre",20,"No","Si",87.97,"M"
"Mujer",47,"No","No",265.99,"R"
"Mujer",27,"Si","Si",177.25,"A"
"Mujer",35,"Si","No",230.2,"R"
"Hombre",40,"Si","No",216.1,"R"
"Hombre",66,"No","Si",162.56,"A"
"Hombre",61,"No","Si",197.86,"A"
"Mujer",55,"No","Si",251.42,"R"
"Mujer",55,"No","Si",247.65,"R"
"Hombre",45,"No","No",229.38,"R"
"Mujer",24,"No","No",149.35,"V"
"Mujer",65,"No","No",200.24,"R"
"Mujer",68,"No","No",177.4,"A"
"Mujer",50,"No","Si",257.54,"R"
"Mujer",40,"Si","Si",251.61,"R"
"Hombre",47,"Si","Si",241.19,"R"
"Mujer",40,"No","Si",250.42,"R"
"Hombre",20,"No","Si",110.01,"V"
"Mujer",45,"Si","No",259.59,"R"
"Hombre",26,"Si","Si",141.21,"V"
"Hombre",39,"Si","No",198.95,"A"
"Hombre",67,"Si","Si",157.5,"A"
"Mujer",18,"Si","Si",86.8,"M"
"Hombre",37,"No","No",199.18,"A"
"Hombre",58,"Si","Si",222.01,"R"
"Mujer",47,"Si","Si",260.4,"R"
"Mujer",43,"No","No",256.82,"R"
"Hombre",26,"No","Si",140.57,"V"
"Hombre",59,"Si","Si",197.09,"A"
"Mujer",24,"Si","Si",150.96,"A"
"Mujer",66,"Si","Si",191.88,"A"
"Mujer",50,"No","Si",257.32,"R"
"Hombre",49,"No","No",234.63,"R"
"Hombre",18,"Si","Si",82.95,"M"
"Mujer",25,"Si","Si",164.77,"A"
"Mujer",39,"Si","Si",248.32,"R"
"Mujer",22,"No","Si",128.11,"V"
"Mujer",70,"No","Si",157.5,"A"
"Hombre",26,"Si","Si",152.14,"A"
"Mujer",63,"Si","No",214.37,"R"
"Mujer",69,"No","No",167.74,"A"
"Hombre",20,"Si","No",104.57,"V"
"Mujer",25,"Si","Si",159.79,"A"
"Hombre",36,"No","Si",211.78,"R"
"Mujer",31,"Si","Si",208.05,"R"
"Hombre",19,"Si","Si",82.09,"M"
"Hombre",57,"No","Si",219.59,"R"
"Hombre",28,"No","Si",175.48,"A"
"Mujer",62,"Si","Si",220.95,"R"
"Mujer",35,"Si","No",233.08,"R"
"Hombre",57,"No","No",225.95,"R"
"Hombre",41,"No","Si",227.04,"R"
"Hombre",63,"No","No",198.59,"A"
"Mujer",59,"Si","No",235.22,"R"
"Hombre",56,"No","Si",213.98,"R"
"Hombre",48,"No","No",212.66,"R"
"Mujer",18,"Si","Si",87.31,"M"
"Mujer",39,"Si","No",249.32,"R"
"Hombre",40,"No","Si",222.13,"R"
"Mujer",56,"No","No",248.79,"R"
"Mujer",26,"No","No",171.13,"A"
"Mujer",51,"Si","Si",256.14,"R"
"Hombre",34,"No","Si",195.89,"A"
"Hombre",52,"Si","Si",224.77,"R"
"Hombre",52,"No","Si",220.28,"R"
"Hombre",54,"No","No",223.51,"R"
"Hombre",52,"No","No",231.97,"R"
"Hombre",49,"No","No",233.72,"R"
"Hombre",63,"Si","Si",176.5,"A"
"Mujer",66,"Si","Si",190.74,"A"
"Mujer",42,"Si","Si",255.81,"R"
"Hombre",67,"No","No",164.47,"A"
"Mujer",44,"Si","Si",260.66,"R"
"Hombre",52,"No","Si",215.99,"R"
"Hombre",70,"No","No",150.64,"A"
"Hombre",59,"No","Si",215.71,"R"
"Mujer",62,"No","No",220.96,"R"
"Mujer",42,"Si","Si",255.42,"R"
"Hombre",23,"No","Si",126.79,"V"
"Hombre",51,"Si","Si",236.08,"R"
"Mujer",60,"No","Si",229.61,"R"
"Hombre",39,"Si","No",204.73,"R"
"Mujer",32,"No","No",213.57,"R"
"Hombre",68,"Si","Si",171.15,"A"
"Hombre",59,"No","No",199.63,"A"
"Hombre",65,"Si","No",184.93,"A"
"Mujer",55,"No","Si",250.39,"R"
"Mujer",40,"Si","Si",247.32,"R"
"Hombre",28,"Si","No",164.33,"A"
"Mujer",30,"No","No",200.82,"R"
"Hombre",22,"Si","Si",129.02,"V"
"Mujer",37,"Si","Si",233.98,"R"
"Mujer",60,"No","Si",226.67,"R"
"Mujer",53,"Si","No",253.2,"R"
"Hombre",40,"No","Si",218.62,"R"
"Mujer",19,"Si","Si",99.44,"M"
"Mujer",34,"No","No",224.38,"R"
"Mujer",34,"Si","No",226.91,"R"
"Hombre",21,"Si","Si",118.96,"V"
"Mujer",65,"No","Si",201.14,"R"
"Mujer",33,"Si","Si",217.92,"R"
"Hombre",26,"Si","Si",138.09,"V"
"Mujer",46,"No","Si",260.28,"R"
"Mujer",69,"Si","Si",171.4,"A"
"Hombre",63,"No","Si",192.14,"A"
"Mujer",38,"No","Si",245.6,"R"
"Hombre",70,"Si","Si",155.55,"A"
"Mujer",45,"No","Si",260.8,"R"
"Mujer",67,"No","No",187.61,"A"
"Mujer",59,"Si","Si",230.93,"R"
"Mujer",62,"Si","Si",220.9,"R"
"Mujer",68,"Si","No",177.01,"A"
"Hombre",21,"No","No",103.95,"V"
"Mujer",40,"No","No",249.28,"R"
"Mujer",21,"Si","No",121.74,"V"
"Mujer",30,"No","Si",201.92,"R"
"Mujer",19,"Si","Si",97.41,"M"
"Mujer",41,"Si","Si",253.23,"R"
"Mujer",63,"Si","No",211.94,"R"
"Mujer",25,"Si","Si",157.64,"A"
"Hombre",41,"No","Si",213.05,"R"
"Mujer",45,"Si","No",259.86,"R"
"Mujer",58,"Si","No",241.19,"R"
"Hombre",69,"Si","Si",173.84,"A"
"Hombre",28,"No","No",151.26,"A"
"Hombre",69,"No","Si",167.26,"A"
"Mujer",62,"Si","Si",217.54,"R"
"Mujer",24,"Si","Si",150.99,"A"
"Hombre",28,"No","No",163.53,"A"
"Mujer",40,"No","No",246.29,"R"
"Mujer",51,"No","No",257.56,"R"
"Mujer",35,"Si","No",232.7,"R"
"Hombre",38,"No","Si",211.99,"R"
"Hombre",40,"Si","Si",220.84,"R"
"Hombre",48,"Si","No",216.54,"R"
"Hombre",19,"No","Si",91.46,"M"
"Mujer",53,"Si","No",253.51,"R"
"Hombre",28,"No","No",168.19,"A"
"Hombre",58,"Si","No",207.37,"R"
"Hombre",19,"No","No",104.83,"V"
"Hombre",34,"Si","Si",199.47,"A"
"Mujer",22,"Si","Si",134.05,"V"
"Mujer",63,"Si","Si",215.56,"R"
"Mujer",40,"No","No",253.09,"R"
"Mujer",28,"Si","Si",183.66,"A"
"Mujer",44,"Si","No",259.51,"R"
"Hombre",69,"No","No",158.3,"A"
"Mujer",64,"Si","No",207.25,"R"
"Mujer",62,"Si","No",218.51,"R"
"Mujer",68,"No","Si",175.34,"A"
"Hombre",19,"No","No",104.17,"V"
"Mujer",60,"Si","Si",230.19,"R"
"Hombre",49,"Si","Si",220.53,"R"
"Hombre",37,"Si","Si",217.39,"R"
"Mujer",23,"No","No",141.05,"V"
"Hombre",55,"Si","Si",227.35,"R"
"Mujer",48,"No","No",259.53,"R"
"Mujer",29,"Si","No",191.82,"A"
"Mujer",29,"No","Si",189.85,"A"
"Hombre",53,"Si","No",218.72,"R"
"Mujer",47,"Si","No",262.9,"R"
"Mujer",70,"No","Si",160.92,"A"
"Hombre",41,"Si","Si",212.67,"R"
"Mujer",37,"No","Si",239.89,"R"
"Mujer",68,"Si","No",177.29,"A"
"Mujer",64,"Si","Si",206.22,"R"
"Mujer",59,"Si","Si",232.32,"R"
"Mujer",21,"Si","Si",119.52,"V"
"Mujer",28,"No","No",186.95,"A"
"Mujer",49,"Si","Si",262.17,"R"
"Mujer",57,"No","No",244.77,"R"
"Hombre",54,"No","No",207.23,"R"
"Hombre",44,"Si","Si",220.21,"R"
"Mujer",49,"Si","No",262.25,"R"
"Hombre",68,"No","No",171.87,"A"
"Mujer",35,"Si","Si",230.22,"R"
"Mujer",19,"Si","No",99.39,"M"
"Hombre",28,"No","No",160.84,"A"
"Hombre",67,"No","No",158.54,"A"
"Hombre",53,"Si","No",222.46,"R"
"Mujer",22,"Si","Si",127.54,"V"
"Mujer",38,"No","Si",245.4,"R"
"Mujer",25,"Si","Si",157.15,"A"
"Hombre",24,"Si","Si",133.29,"V"
"Hombre",58,"No","No",223.2,"R"
"Hombre",33,"No","No",197.47,"A"
"Hombre",41,"No","No",229.06,"R"
"Hombre",40,"No","Si",210.55,"R"
"Hombre",35,"No","Si",189.15,"A"
"Hombre",23,"Si","Si",122.22,"V"
"Hombre",67,"No","Si",180.74,"A"
"Mujer",69,"No","Si",169.39,"A"
"Mujer",33,"Si","Si",218.89,"R"
"Hombre",62,"No","Si",185.38,"A"
"Hombre",31,"Si","Si",164.31,"A"
"Hombre",24,"No","Si",140.44,"V"
"Hombre",60,"Si","Si",207.55,"R"
"Mujer",21,"Si","No",121.68,"V"
"Mujer",38,"No","Si",245.96,"R"
"Mujer",61,"Si","Si",224.41,"R"
"Hombre",26,"No","No",154.8,"A"
"Mujer",27,"No","Si",174.66,"A"
"Hombre",25,"Si","Si",144.79,"V"
"Mujer",34,"Si","Si",222.27,"R"
"Hombre",47,"No","No",214.13,"R"
"Mujer",36,"Si","Si",236.21,"R"
"Mujer",65,"No","Si",198.37,"A"
"Mujer",39,"Si","No",244.98,"R"
"Mujer",66,"Si","Si",191.49,"A"
"Mujer",22,"Si","Si",132.25,"V"
"Mujer",41,"Si","Si",249.63,"R"
"Hombre",44,"Si","Si",237.52,"R"
"Hombre",44,"No","No",222.66,"R"
"Hombre",57,"No","No",221.06,"R"
"Hombre",43,"Si","No",209.33,"R"
"Mujer",65,"Si","No",202.54,"R"
"Mujer",48,"Si","Si",260.21,"R"
"Hombre",45,"Si","No",224.32,"R"
"Mujer",64,"Si","Si",203.69,"R"
"Hombre",47,"No","No",215.76,"R"
"Mujer",47,"Si","Si",261.95,"R"
"Hombre",63,"No","No",209.86,"R"
"Hombre",28,"Si","Si",173.52,"A"
"Mujer",66,"No","No",194.79,"A"
"Mujer",31,"No","Si",207.57,"R"
"Hombre",50,"No","No",233.04,"R"
"Hombre",23,"No","Si",130.99,"V"
"Hombre",18,"Si","Si",89.1,"M"
"Mujer",45,"Si","Si",260.02,"R"
"Hombre",40,"Si","Si",230.11,"R"
"Hombre",29,"Si","Si",165.87,"A"
"Mujer",39,"No","Si",245.62,"R"
"Hombre",38,"Si","No",196.48,"A"
"Hombre",18,"Si","Si",88.5,"M"
"Mujer",46,"Si","Si",260.92,"R"
"Mujer",47,"No","No",260.72,"R"
"Hombre",40,"Si","No",215.83,"R"
"Hombre",23,"No","No",127.63,"V"
"Mujer",19,"Si","Si",98.99,"M"
"Hombre",23,"Si","Si",126.82,"V"
"Hombre",23,"No","No",140.48,"V"
"Hombre",43,"No","No",232.49,"R"
"Hombre",32,"No","No",184.77,"A"
"Hombre",55,"No","No",216.44,"R"
"Mujer",30,"Si","Si",201.07,"R"
"Mujer",27,"No","No",176.54,"A"
"Hombre",60,"Si","Si",202.56,"R"
"Hombre",44,"No","No",212.9,"R"
"Mujer",30,"Si","No",198.79,"A"
"Mujer",39,"No","No",247.94,"R"
"Mujer",36,"Si","No",235.09,"R"
"Hombre",54,"Si","Si",214.04,"R"
"Mujer",70,"Si","Si",157.59,"A"
"Hombre",41,"No","No",218.53,"R"
"Mujer",63,"Si","Si",210.34,"R"
"Mujer",66,"No","No",190.98,"A"
"Hombre",67,"Si","No",177.82,"A"
"Mujer",60,"Si","No",230.26,"R"
"Hombre",65,"Si","No",179.07,"A"
"Mujer",30,"Si","Si",205.63,"R"
"Hombre",55,"No","No",220.43,"R"
"Hombre",56,"No","No",217.16,"R"
"Mujer",31,"Si","No",204.49,"R"
"Mujer",57,"No","Si",243.08,"R"
"Mujer",31,"Si","Si",205.36,"R"
"Mujer",61,"Si","Si",223.87,"R"
"Hombre",60,"Si","Si",205.31,"R"
"Hombre",70,"Si","Si",154.83,"A"
"Mujer",66,"No","Si",194.42,"A"
"Hombre",27,"Si","Si",146.59,"V"
"Hombre",49,"No","Si",223.44,"R"
"Hombre",65,"Si","Si",185.89,"A"
"Mujer",24,"No","No",149.41,"V"
"Hombre",46,"No","No",227.28,"R"
"Mujer",56,"Si","Si",245.7,"R"
"Mujer",25,"No","Si",161.43,"A"
"Mujer",47,"Si","Si",259.54,"R"
"Hombre",22,"Si","Si",114.88,"V"
"Hombre",47,"No","No",220.68,"R"
"Mujer",46,"Si","Si",261.39,"R"
"Mujer",38,"Si","Si",243.56,"R"
"Hombre",43,"No","Si",218.65,"R"
"Mujer",69,"Si","No",168.69,"A"
"Mujer",54,"Si","No",250.29,"R"
"Hombre",44,"Si","Si",223.87,"R"
"Mujer",54,"Si","Si",253.89,"R"
"Mujer",55,"Si","Si",250.57,"R"
"Mujer",64,"Si","No",207.32,"R"
"Hombre",55,"Si","No",219.89,"R"
"Mujer",42,"No","Si",254.98,"R"
"Mujer",52,"No","Si",256.1,"R"
"Hombre",60,"Si","No",202.29,"R"
"Hombre",26,"Si","No",150.59,"A"
"Hombre",21,"Si","Si",120.02,"V"
"Hombre",46,"No","Si",223.02,"R"
"Mujer",32,"Si","Si",212.27,"R"
"Mujer",52,"No","Si",257.69,"R"
"Mujer",40,"Si","No",251.54,"R"
"Hombre",49,"Si","Si",227.46,"R"
"Hombre",54,"No","Si",219.07,"R"
"Mujer",48,"Si","Si",262.46,"R"
"Mujer",27,"Si","No",174.14,"A"
"Mujer",26,"Si","Si",172.19,"A"
"Mujer",32,"Si","No",216.33,"R"
"Hombre",39,"Si","Si",209.28,"R"
"Hombre",30,"No","No",185.19,"A"
"Mujer",54,"No","No",254.15,"R"
"Hombre",37,"Si","No",201.9,"R"
"Mujer",22,"No","No",133,"V"
"Mujer",30,"Si","Si",201.56,"R"
"Mujer",68,"Si","Si",174.25,"A"
"Hombre",27,"Si","No",152.45,"A"
"Hombre",35,"No","Si",192.42,"A"
"Mujer",57,"Si","Si",245.94,"R"
"Mujer",68,"Si","Si",176.24,"A"
"Hombre",50,"Si","Si",214.15,"R"
"Mujer",33,"Si","No",220.17,"R"
"Mujer",69,"Si","Si",171.49,"A"
"Mujer",22,"No","Si",129.33,"V"
"Hombre",24,"Si","Si",137.78,"V"
"Mujer",45,"Si","Si",262.62,"R"
"Hombre",48,"No","Si",209.58,"R"
"Hombre",41,"Si","No",218.33,"R"
"Mujer",47,"Si","Si",262.27,"R"
"Mujer",57,"Si","Si",243.34,"R"
"Mujer",64,"Si","No",206.84,"R"
"Hombre",59,"Si","Si",214,"R"
"Mujer",32,"Si","Si",214.57,"R"
"Hombre",54,"No","No",229.57,"R"
"Mujer",51,"Si","Si",258.42,"R"
"Mujer",19,"No","No",98.46,"M"
"Mujer",63,"No","No",213.58,"R"
"Hombre",57,"No","No",217.16,"R"
"Hombre",41,"No","No",224.07,"R"
"Mujer",43,"Si","No",255,"R"
"Mujer",37,"No","Si",236.71,"R"
"Mujer",61,"No","No",224.74,"R"
"Mujer",25,"Si","No",159.2,"A"
"Mujer",43,"Si","No",257.64,"R"
"Hombre",32,"Si","Si",189.65,"A"
"Hombre",65,"No","Si",174.57,"A"
"Mujer",22,"No","No",130.63,"V"
"Mujer",68,"Si","Si",175.4,"A"
"Hombre",57,"No","Si",228.03,"R"
"Mujer",60,"Si","No",231.18,"R"
"Hombre",54,"Si","Si",224.49,"R"
"Hombre",57,"Si","No",205.23,"R"
"Mujer",51,"No","No",258.97,"R"
"Mujer",58,"Si","Si",237.15,"R"
"Hombre",70,"No","Si",152.06,"A"
"Hombre",56,"Si","Si",218.11,"R"
"Hombre",49,"Si","Si",222.91,"R"
"Hombre",52,"Si","Si",224.44,"R"
"Mujer",65,"No","No",198.82,"A"
"Hombre",25,"Si","Si",140.16,"V"
"Hombre",65,"Si","Si",202.56,"R"
"Hombre",29,"No","Si",181.65,"A"
"Mujer",30,"No","Si",199.63,"A"
"Hombre",22,"No","Si",128.83,"V"
"Mujer",46,"No","Si",258.3,"R"
"Hombre",43,"Si","No",217.94,"R"
"Hombre",37,"No","No",208.99,"R"
"Mujer",46,"No","No",260.59,"R"
"Hombre",53,"No","No",226.39,"R"
"Hombre",67,"No","No",165.67,"A"
"Hombre",68,"No","No",166.39,"A"
"Hombre",57,"Si","No",221.79,"R"
"Mujer",59,"No","Si",236.38,"R"
"Mujer",57,"Si","No",243.96,"R"
"Mujer",33,"No","No",218.66,"R"
"Mujer",65,"Si","Si",200.07,"R"
"Mujer",60,"No","No",228.94,"R"
"Mujer",22,"No","Si",129.46,"V"
"Hombre",27,"No","Si",165.63,"A"
"Mujer",34,"No","Si",228.05,"R"
"Mujer",61,"No","No",226.71,"R"
"Hombre",36,"No","No",202.23,"R"
"Hombre",34,"No","No",198.47,"A"
"Mujer",44,"Si","Si",255.05,"R"
"Mujer",47,"Si","Si",258.66,"R"
"Mujer",68,"Si","No",177.1,"A"
"Hombre",47,"No","Si",223.96,"R"
"Mujer",32,"Si","Si",213.25,"R"
"Hombre",66,"Si","Si",184.57,"A"
"Hombre",35,"No","No",205.03,"R"
"Mujer",30,"Si","Si",195.08,"A"
"Hombre",23,"No","Si",122.37,"V"
"Hombre",30,"No","Si",178.13,"A"
"Mujer",54,"Si","Si",253.91,"R"
"Mujer",35,"No","No",229.78,"R"
"Hombre",22,"No","No",117.17,"V"
"Hombre",42,"Si","Si",242.37,"R"
"Hombre",60,"No","No",198.48,"A"
"Hombre",41,"Si","No",217.14,"R"
"Mujer",20,"Si","No",107.91,"V"
"Hombre",34,"No","No",187,"A"
"Mujer",37,"No","Si",238.51,"R"
"Hombre",49,"No","No",215.31,"R"
"Mujer",33,"No","No",218,"R"
"Hombre",49,"Si","Si",227.53,"R"
"Hombre",24,"Si","No",145.12,"V"
"Hombre",33,"Si","Si",199.27,"A"
"Hombre",53,"No","No",214.22,"R"
"Mujer",53,"No","Si",254.45,"R"
"Hombre",22,"No","No",122.36,"V"
"Hombre",54,"No","No",222.21,"R"
"Mujer",26,"Si","Si",169.44,"A"
"Mujer",22,"Si","No",133.79,"V"
"Hombre",23,"No","Si",122.86,"V"
"Mujer",54,"Si","Si",255.19,"R"
"Mujer",32,"No","No",214.32,"R"
"Mujer",67,"No","Si",184.84,"A"
"Hombre",64,"Si","Si",186.63,"A"
"Mujer",49,"Si","Si",259.81,"R"
"Hombre",64,"No","Si",189.65,"A"
"Hombre",66,"No","No",184.61,"A"
"Mujer",18,"Si","Si",85.42,"M"
"Mujer",36,"Si","Si",234.92,"R"
"Mujer",43,"Si","Si",257.06,"R"
"Mujer",64,"Si","No",206.07,"R"
"Mujer",67,"No","No",183.14,"A"
"Hombre",40,"Si","Si",219.22,"R"
"Mujer",62,"Si","Si",220.58,"R"
"Mujer",32,"No","Si",212.71,"R"
"Hombre",47,"No","Si",226.45,"R"
"Hombre",68,"No","No",151.67,"A"
"Hombre",24,"No","Si",140.37,"V"
"Mujer",43,"Si","Si",259.04,"R"
"Mujer",59,"No","No",237.3,"R"
"Mujer",23,"No","No",143.47,"V"
"Mujer",53,"Si","No",254.92,"R"
"Mujer",48,"No","No",259.89,"R"
"Hombre",54,"Si","Si",224.4,"R"
"Hombre",33,"No","Si",185.82,"A"
"Mujer",48,"No","No",257.7,"R"
"Hombre",53,"No","No",231.18,"R"
"Mujer",35,"Si","Si",231,"R"
"Mujer",38,"No","No",244.78,"R"
"Mujer",25,"Si","Si",160.78,"A"
"Hombre",40,"No","Si",211.01,"R"
"Hombre",40,"No","No",221.72,"R"
"Hombre",44,"No","Si",213.62,"R"
"Mujer",28,"No","No",183.75,"A"
"Mujer",65,"Si","No",199.42,"A"
"Mujer",29,"No","Si",195.8,"A"
"Hombre",40,"Si","No",218.73,"R"
"Hombre",35,"No","No",199.33,"A"
"Mujer",63,"No","No",213.56,"R"
"Mujer",57,"No","No",244.55,"R"
"Hombre",33,"No","Si",188.23,"A"
"Hombre",21,"Si","Si",91.45,"M"
"Mujer",55,"Si","Si",252.81,"R"
"Hombre",22,"No","Si",114.68,"V"
"Mujer",69,"Si","Si",170.57,"A"
"Mujer",26,"Si","Si",171.77,"A"
"Mujer",42,"Si","Si",257.48,"R"
"Hombre",41,"No","Si",210.39,"R"
"Mujer",37,"Si","Si",237.59,"R"
"Mujer",69,"Si","No",166.45,"A"
"Hombre",20,"No","No",115.36,"V"
"Hombre",69,"Si","No",171.21,"A"
"Mujer",37,"No","Si",237.36,"R"
"Mujer",59,"Si","Si",235.09,"R"
"Mujer",30,"Si","No",199.02,"A"
"Hombre",59,"Si","No",215.22,"R"
"Mujer",20,"Si","Si",109.62,"V"
"Mujer",47,"Si","Si",259.97,"R"
"Hombre",27,"Si","No",163.69,"A"
"Hombre",48,"Si","Si",237.32,"R"
"Mujer",24,"No","No",147.35,"V"
"Hombre",35,"No","Si",201.07,"R"
"Hombre",57,"Si","Si",213.56,"R"
"Mujer",28,"Si","Si",186.26,"A"
"Mujer",31,"No","Si",215.1,"R"
"Mujer",36,"Si","Si",234.93,"R"
"Mujer",48,"Si","Si",262.05,"R"
"Mujer",64,"Si","No",207.86,"R"
"Hombre",35,"No","Si",201.23,"R"
"Mujer",42,"Si","No",256.46,"R"
"Mujer",18,"Si","Si",87.17,"M"
"Hombre",42,"No","Si",234.54,"R"
"Hombre",40,"Si","Si",216.07,"R"
"Hombre",42,"No","No",203.94,"R"
"Hombre",66,"No","Si",173.47,"A"
"Mujer",42,"Si","Si",256.04,"R"
"Mujer",41,"Si","Si",256.24,"R"
"Mujer",35,"Si","Si",226.36,"R"
"Hombre",67,"No","No",174.96,"A"
"Mujer",60,"No","No",230.72,"R"
"Mujer",66,"Si","Si",191.45,"A"
"Hombre",21,"No","No",121.47,"V"
"Mujer",60,"No","Si",232.91,"R"
"Mujer",55,"Si","Si",251.3,"R"
"Hombre",68,"No","Si",164.75,"A"
"Mujer",35,"Si","Si",227.6,"R"
"Mujer",49,"Si","Si",258.52,"R"
"Hombre",24,"No","Si",138.6,"V"
"Hombre",19,"Si","No",89.49,"M"
"Mujer",68,"No","No",177.7,"A"
"Hombre",24,"Si","Si",128.29,"V"
"Hombre",60,"Si","Si",206.67,"R"
"Mujer",49,"No","No",262.19,"R"
"Hombre",49,"No","Si",231.57,"R"
"Mujer",44,"Si","No",258.82,"R"
"Mujer",27,"Si","No",178.27,"A"
"Mujer",37,"Si","Si",238.65,"R"
"Mujer",60,"No","Si",232.34,"R"
"Mujer",36,"Si","No",236.42,"R"
"Hombre",28,"Si","Si",154.55,"A"
"Hombre",31,"Si","Si",172.49,"A"
"Hombre",23,"Si","Si",147.27,"V"
"Hombre",52,"Si","No",235.51,"R"
"Mujer",61,"Si","No",223.21,"R"
"Mujer",20,"Si","Si",109.3,"V"
"Hombre",67,"No","No",173.14,"A"
"Hombre",43,"Si","No",217.77,"R"
"Hombre",33,"Si","No",198.72,"A"
"Mujer",30,"No","Si",201.27,"R"
"Hombre",19,"Si","No",94.42,"M"
"Mujer",56,"No","Si",245.17,"R"
"Hombre",34,"No","Si",190.47,"A"
"Hombre",57,"Si","No",213.32,"R"
"Mujer",45,"No","Si",260.25,"R"
"Hombre",25,"Si","Si",145.82,"V"
"Mujer",30,"Si","No",199.43,"A"
"Hombre",57,"No","Si",211.89,"R"
"Hombre",25,"Si","Si",147.25,"V"
"Mujer",70,"No","No",156.85,"A"
"Hombre",39,"Si","Si",212.97,"R"
"Mujer",66,"No","No",192.8,"A"
"Mujer",36,"Si","Si",234.38,"R"
"Mujer",53,"No","No",253.05,"R"
"Mujer",34,"Si","No",224.94,"R"
"Hombre",36,"Si","Si",208.39,"R"
"Hombre",24,"No","Si",132.8,"V"
"Hombre",49,"No","Si",221.24,"R"
"Mujer",45,"Si","Si",256.18,"R"
"Hombre",33,"No","Si",180.13,"A"
"Mujer",40,"Si","Si",250.95,"R"
"Mujer",52,"Si","No",260.71,"R"
"Mujer",60,"Si","No",231.95,"R"
"Mujer",20,"No","Si",110.19,"V"
"Mujer",59,"No","Si",238.98,"R"
"Hombre",38,"Si","Si",202.56,"R"
"Hombre",65,"No","Si",190.01,"A"
"Mujer",45,"No","No",259.78,"R"
"Hombre",57,"No","Si",204.94,"R"
"Mujer",47,"Si","Si",262.49,"R"
"Hombre",22,"Si","No",128.92,"V"
"Hombre",25,"Si","Si",154.23,"A"
"Hombre",26,"Si","No",148.52,"V"
"Mujer",20,"Si","Si",108.66,"V"
"Mujer",40,"Si","No",251.42,"R"
