Género;Edad;¿Paga en efectivo?;¿Compra on-line?;Gasto medio mensual
Mujer;27;Si;No;175,03
Mujer;50;Si;No;260,79
Mujer;57;No;No;243,31
Hombre;22;No;Si;135,52
Hombre;58;No;Si;206,48
Mujer;26;No;No;170,13
Hombre;22;Si;Si;121,28
Mujer;64;Si;Si;206,99
Mujer;23;Si;Si;142,17
Mujer;46;Si;No;257,43
Hombre;21;No;Si;109,59
Mujer;32;Si;No;218,21
Mujer;45;No;No;259,83
Hombre;33;No;No;193,85
Mujer;19;No;No;95,56
Mujer;25;Si;Si;161,17
Hombre;37;No;No;216,76
Mujer;39;Si;Si;245,94
Mujer;70;Si;No;160,72
Hombre;55;Si;Si;204,5
Hombre;34;Si;No;201,03
Mujer;36;No;No;230,8
Mujer;68;No;No;180,57
Mujer;56;Si;Si;247,77
Mujer;25;No;No;158,96
Hombre;21;No;No;105,26
Mujer;32;Si;Si;211,62
Hombre;19;Si;Si;111,03
Hombre;37;No;Si;202,96
Mujer;66;Si;Si;191,75
Hombre;68;Si;Si;155,48
Hombre;36;Si;Si;194,18
Hombre;54;No;No;237,3
Mujer;68;Si;No;173,26
Hombre;45;Si;Si;219,74
Hombre;34;No;Si;212,09
Mujer;62;Si;Si;220,36
Mujer;34;No;Si;225,74
Hombre;70;No;Si;155,63
Mujer;56;No;Si;248,89
Hombre;19;No;No;99,71
Hombre;25;No;Si;139,83
Hombre;40;Si;No;218,05
Mujer;49;No;No;260,26
Hombre;70;Si;Si;155,82
Hombre;41;No;No;208,14
Hombre;45;No;Si;228,63
Mujer;21;Si;Si;121,07
Hombre;24;Si;Si;138,86
Hombre;42;Si;Si;233,55
Mujer;45;Si;Si;261,01
Mujer;49;Si;Si;262,42
Mujer;47;Si;Si;263,64
Hombre;42;No;No;223,6
Hombre;40;No;Si;227,07
Mujer;59;Si;Si;234,32
Hombre;41;No;Si;226,27
Mujer;49;No;Si;263,55
Hombre;35;No;No;190,3
Mujer;58;Si;Si;240,68
Mujer;65;Si;Si;199,37
Hombre;45;No;Si;232,41
Mujer;19;Si;Si;98,15
Hombre;61;No;Si;203,23
Mujer;68;No;Si;175,4
Hombre;19;No;Si;98,71
Mujer;27;Si;Si;174,03
Hombre;20;No;No;102,39
Mujer;18;No;Si;85,21
Mujer;24;No;No;149,3
Mujer;67;Si;Si;187,47
Hombre;53;Si;Si;225,99
Mujer;35;No;No;229,41
Hombre;44;Si;Si;229,58
Hombre;43;Si;Si;227,45
Hombre;18;Si;Si;91,69
Hombre;54;Si;No;225,72
Hombre;65;No;Si;187,1
Mujer;28;Si;Si;182,12
Hombre;23;No;Si;136,35
Mujer;68;No;Si;178,09
Mujer;68;Si;No;174,39
Mujer;52;Si;Si;254,47
Mujer;46;Si;No;263,01
Mujer;61;Si;No;225,77
Hombre;37;No;No;203,04
Hombre;59;Si;Si;217,4
Hombre;63;No;No;168,13
Hombre;21;No;Si;121,39
Hombre;46;Si;No;230,92
Hombre;67;No;Si;169,25
Hombre;36;No;No;195,28
Mujer;56;Si;No;245,55
Hombre;41;No;No;220,08
Hombre;70;Si;Si;164,63
Mujer;62;Si;Si;218,7
Mujer;48;Si;Si;265,93
Mujer;62;Si;Si;220,69
Hombre;40;Si;Si;217,38
Mujer;24;Si;Si;148,72
Mujer;21;Si;Si;117,45
Hombre;29;No;Si;169,14
Mujer;28;Si;No;182,49
Mujer;39;Si;Si;243,48
Hombre;57;No;No;222,59
Mujer;51;No;Si;258,25
Hombre;18;No;Si;91,31
Mujer;61;No;Si;223,99
Hombre;56;Si;No;229,31
Mujer;20;Si;Si;111,52
Mujer;55;No;Si;249,11
Mujer;26;No;No;169,34
Hombre;59;Si;No;210,73
Mujer;26;Si;Si;167,83
Mujer;42;Si;Si;258,76
Mujer;51;Si;Si;257,25
Mujer;45;Si;Si;260,96
Hombre;43;Si;No;216,9
Mujer;49;Si;Si;258,62
Hombre;31;No;No;200,25
Mujer;60;Si;No;229,96
Hombre;42;No;No;203,4
Hombre;28;No;No;156,41
Hombre;50;No;No;227,79
Hombre;32;Si;No;193,25
Mujer;28;Si;No;187,5
Mujer;36;No;No;230,2
Hombre;39;No;Si;202,5
Hombre;51;Si;No;220,41
Mujer;46;Si;No;257,68
Hombre;25;Si;Si;144,3
Hombre;36;Si;Si;211,94
Mujer;34;Si;Si;223,67
Mujer;47;Si;Si;262,88
Hombre;45;No;Si;224,52
Hombre;32;Si;Si;202,76
Hombre;22;Si;Si;125,32
Mujer;56;Si;Si;249,34
Hombre;21;No;No;102,27
Mujer;31;Si;Si;203,56
Hombre;61;Si;Si;190,37
Mujer;33;No;Si;214,37
Mujer;24;Si;Si;149,41
Hombre;68;Si;Si;175,67
Mujer;65;Si;Si;201,09
Hombre;65;Si;Si;199,44
Hombre;35;No;Si;198,62
Hombre;57;No;No;223,76
Mujer;41;Si;No;251,93
Hombre;48;Si;No;226,31
Hombre;70;No;No;165,31
Hombre;40;No;No;221,16
Mujer;48;Si;Si;260,04
Hombre;29;Si;Si;178,7
Hombre;19;No;Si;93,39
Mujer;31;Si;Si;207,07
Hombre;51;No;Si;230,85
Hombre;30;No;No;173,45
Hombre;23;No;Si;125,57
Hombre;58;Si;Si;213,76
Mujer;50;Si;No;259,14
Mujer;52;No;No;257,73
Hombre;52;No;No;223,69
Hombre;57;Si;Si;208,6
Hombre;26;No;No;148,7
Hombre;21;No;No;111,27
Hombre;70;No;No;152,82
Hombre;52;No;Si;235,99
Mujer;64;No;No;207,49
Mujer;57;No;Si;243,38
Hombre;37;No;Si;199,51
Hombre;53;No;No;212,42
Hombre;26;Si;Si;141,66
Mujer;70;No;Si;160,75
Hombre;20;Si;Si;111,58
Hombre;46;Si;Si;221,52
Mujer;46;Si;Si;259,43
Hombre;56;No;No;211,16
Hombre;37;No;Si;205,38
Mujer;27;Si;Si;176,52
Mujer;66;Si;Si;194,46
Hombre;54;No;No;232,99
Mujer;23;Si;Si;140,34
Mujer;28;No;No;185,54
Mujer;43;No;Si;254,79
Hombre;56;Si;Si;209,23
Hombre;36;No;Si;204,55
Mujer;30;Si;Si;202,07
Mujer;49;Si;Si;260,32
Mujer;18;Si;Si;85,27
Hombre;59;Si;Si;204,01
Hombre;38;No;Si;208,83
Mujer;38;Si;Si;245,61
Hombre;53;Si;Si;220,6
Hombre;63;Si;No;186,26
Mujer;50;Si;Si;259,93
Mujer;35;No;Si;231,52
Hombre;68;No;Si;156,41
Mujer;43;No;Si;257,27
Mujer;50;No;Si;261,5
Mujer;70;Si;Si;161,7
Hombre;60;Si;Si;203,58
Hombre;69;Si;No;155,82
Hombre;54;No;Si;216,16
Hombre;40;No;No;223,82
Hombre;35;Si;Si;193,4
Hombre;37;No;No;207,26
Hombre;38;Si;No;204,53
Hombre;64;Si;No;194,21
Hombre;24;Si;Si;141
Hombre;26;Si;Si;151,93
Hombre;28;Si;Si;165,22
Mujer;56;Si;No;246,62
Hombre;42;No;Si;219,78
Mujer;54;Si;No;253,27
Mujer;48;No;No;263,15
Mujer;55;Si;Si;250
Hombre;68;Si;Si;167,88
Hombre;37;No;No;206,87
Mujer;60;No;Si;229,64
Mujer;37;No;No;237,76
Hombre;34;No;Si;196,33
Mujer;30;No;No;199,76
Mujer;32;No;Si;213,61
Mujer;31;Si;Si;207,3
Mujer;36;No;No;232,32
Hombre;56;No;Si;222,33
Hombre;38;No;Si;208,66
Mujer;66;Si;Si;195,79
Mujer;58;No;No;235,45
Mujer;55;Si;Si;250,16
Mujer;40;Si;No;251,29
Mujer;69;Si;Si;167,55
Mujer;60;Si;No;229,78
Mujer;46;Si;Si;258,69
Mujer;58;No;Si;238,66
Mujer;38;Si;No;243,72
Mujer;43;Si;Si;253,1
Hombre;56;No;Si;225,86
Mujer;51;No;Si;262,4
Mujer;31;Si;No;206,82
Mujer;31;Si;No;209,16
Hombre;55;No;No;225,74
Hombre;44;No;No;222,83
Mujer;29;Si;Si;190,96
Hombre;23;Si;Si;136,15
Mujer;45;No;No;260,12
Hombre;37;No;No;200,47
Mujer;57;Si;Si;243,12
Hombre;69;Si;Si;157,8
Hombre;55;Si;Si;221,57
Mujer;47;No;Si;261
Mujer;40;No;No;250,29
Mujer;69;Si;Si;165,96
Hombre;66;No;No;178,93
Mujer;58;Si;Si;239,18
Hombre;61;No;No;208,26
Hombre;26;No;Si;151,41
Mujer;38;No;Si;241,83
Hombre;32;No;No;190,5
Mujer;42;Si;Si;254,73
Hombre;29;Si;No;161,76
Mujer;69;Si;No;170,02
Mujer;54;Si;Si;249,74
Hombre;23;No;No;136,33
Mujer;39;Si;Si;244,14
Hombre;62;No;No;204,34
Mujer;35;Si;Si;225,74
Hombre;45;No;Si;226,15
Hombre;36;No;No;203,16
Hombre;45;No;No;236,15
Hombre;48;Si;No;231,92
Mujer;53;Si;Si;251,42
Hombre;63;Si;Si;191,52
Mujer;68;Si;Si;176,03
Hombre;23;No;Si;134,03
Mujer;65;Si;No;200,31
Mujer;38;No;Si;246,08
Mujer;33;Si;Si;222,73
Hombre;62;No;No;210,85
Mujer;37;Si;Si;237,82
Hombre;63;No;No;197,23
Hombre;38;Si;Si;195,31
Hombre;36;Si;No;211,02
Hombre;60;No;No;204,26
Hombre;63;No;Si;197,39
Mujer;26;No;No;167,19
Hombre;52;No;Si;227,18
Mujer;44;Si;Si;254,31
Mujer;62;Si;Si;218,1
Mujer;28;Si;No;185,57
Hombre;48;No;No;240,05
Hombre;35;No;Si;194,35
Mujer;24;Si;Si;153,8
Mujer;60;No;Si;233,85
Mujer;22;Si;Si;133,45
Mujer;30;No;Si;200,97
Hombre;18;No;No;96,36
Hombre;32;No;No;184,62
Mujer;39;Si;Si;248,35
Mujer;59;Si;Si;238,27
Hombre;39;No;Si;211,05
Hombre;60;No;No;202,53
Hombre;38;Si;Si;206,06
Hombre;24;Si;Si;126,69
Hombre;59;No;No;201,51
Hombre;22;No;Si;137,67
Hombre;19;Si;Si;91,62
Mujer;65;Si;Si;198,33
Hombre;42;No;Si;221,15
Mujer;25;No;No;160,14
Mujer;34;Si;No;222,41
Hombre;31;No;No;180,49
Hombre;34;No;Si;198,83
Hombre;65;No;No;180,12
Hombre;69;Si;Si;171,66
Hombre;50;Si;Si;230,92
Mujer;41;Si;Si;254,14
Mujer;63;No;No;213,68
Hombre;42;Si;No;222,22
Hombre;47;Si;Si;233,41
Mujer;63;Si;No;209,7
Hombre;55;Si;Si;233,2
Hombre;26;Si;No;157,05
Mujer;46;Si;Si;263,82
Hombre;49;No;No;219,99
Mujer;19;No;Si;97,78
Mujer;57;Si;Si;242,6
Mujer;62;Si;Si;215,72
Mujer;29;Si;No;190,35
Hombre;27;Si;No;156,08
Hombre;62;Si;Si;183,46
Mujer;52;No;No;259,78
Hombre;26;No;Si;157,79
Hombre;49;No;No;233,48
Mujer;25;No;No;161,16
Mujer;53;No;No;253,56
Mujer;33;Si;Si;219
Hombre;39;No;No;219,21
Mujer;43;Si;No;261,08
Hombre;41;Si;Si;214,45
Mujer;66;Si;Si;192,61
Mujer;26;Si;Si;168,45
Mujer;65;Si;Si;199,85
Mujer;21;Si;Si;118,82
Hombre;53;No;No;218,18
Hombre;40;Si;No;212,87
Hombre;44;No;No;234,87
Mujer;40;Si;Si;254,22
Hombre;55;No;No;217
Hombre;44;Si;No;224,49
Mujer;19;Si;Si;99,6
Hombre;64;No;No;188,65
Hombre;67;Si;No;186,02
Hombre;42;No;Si;222,11
Hombre;20;Si;No;112,21
Mujer;29;Si;Si;194,27
Mujer;50;No;Si;260,82
Hombre;54;Si;Si;235,55
Mujer;64;No;No;207,91
Hombre;69;No;No;164,06
Mujer;22;Si;No;130,1
Mujer;21;Si;Si;118,84
Mujer;22;Si;No;136,6
Mujer;30;Si;Si;201,34
Hombre;40;No;Si;232,24
Hombre;69;Si;Si;156,93
Mujer;18;No;No;87,06
Hombre;45;No;No;223,5
Hombre;19;No;No;108,74
Mujer;50;Si;No;259,34
Mujer;52;Si;Si;256,91
Hombre;40;No;No;225,15
Mujer;19;Si;Si;97,18
Mujer;63;Si;No;212,11
Hombre;55;Si;No;212,63
Mujer;51;Si;Si;259,19
Mujer;66;Si;Si;196,38
Mujer;20;Si;Si;107,34
Mujer;62;Si;Si;218,55
Mujer;38;Si;Si;245,57
Mujer;56;No;Si;247,82
Hombre;42;No;Si;215,7
Mujer;68;Si;Si;175,05
Mujer;36;Si;Si;233,42
Hombre;27;No;No;150,83
Mujer;58;Si;Si;236,3
Hombre;69;No;No;167,29
Mujer;59;Si;No;233,29
Mujer;29;Si;Si;193,63
Mujer;44;Si;No;260,55
Mujer;66;Si;No;191,99
Mujer;50;Si;Si;260,31
Hombre;59;No;No;205,5
Mujer;44;Si;No;260,07
Mujer;33;Si;Si;218,41
Hombre;46;No;No;226,19
Hombre;54;No;No;224,17
Hombre;55;Si;Si;226,96
Hombre;58;Si;Si;216,42
Mujer;70;Si;Si;162,05
Mujer;69;No;No;167,78
Mujer;29;No;No;196,61
Mujer;31;Si;No;206,14
Hombre;55;Si;No;219,81
Hombre;57;Si;Si;215,13
Mujer;20;Si;No;109,92
Hombre;66;Si;Si;186,75
Mujer;68;No;No;177,7
Hombre;29;Si;Si;156,37
Hombre;59;No;Si;189,98
Mujer;37;Si;Si;238,13
Hombre;42;Si;Si;222,1
Hombre;27;Si;Si;152,56
Mujer;31;Si;No;209,48
Hombre;38;Si;Si;212,12
Hombre;57;No;No;211,34
Hombre;37;Si;No;202,48
Hombre;56;Si;Si;224,64
Hombre;24;Si;Si;143,9
Hombre;48;Si;Si;226,97
Mujer;26;Si;Si;171,75
Mujer;61;No;No;226,19
Mujer;68;No;No;175,42
Mujer;22;Si;Si;132,79
Hombre;43;Si;No;209,08
Hombre;59;No;No;223,5
Hombre;37;No;No;213,76
Mujer;33;Si;Si;220,63
Mujer;43;Si;Si;253,45
Hombre;59;Si;No;209,65
Mujer;32;Si;Si;214,78
Mujer;19;No;No;102,08
Mujer;26;Si;Si;168,62
Mujer;57;No;No;242,13
Mujer;48;Si;Si;258,44
Mujer;66;No;Si;194,93
Hombre;68;No;No;161,28
Mujer;48;Si;Si;257,6
Hombre;25;No;Si;153,45
Mujer;39;Si;No;250,52
Mujer;34;Si;No;225,57
Mujer;52;No;Si;258,57
Hombre;42;Si;No;220,04
Hombre;49;Si;Si;228,53
Mujer;36;Si;Si;233,34
Hombre;69;No;No;166,49
Hombre;52;Si;Si;199,93
Hombre;42;No;No;211,29
Hombre;35;No;Si;201,29
Mujer;65;Si;Si;195,76
Hombre;58;No;No;201,47
Mujer;33;No;No;217,08
Mujer;24;Si;Si;153,38
Mujer;61;Si;Si;226,69
Mujer;30;No;No;200,16
Hombre;50;No;No;232,33
Hombre;69;Si;Si;158,85
Hombre;31;Si;Si;178,4
Hombre;25;Si;Si;154,69
Hombre;34;No;No;180,29
Hombre;61;No;No;203,84
Hombre;20;No;No;112,14
Mujer;56;Si;No;246,48
Mujer;33;Si;Si;215,26
Mujer;50;Si;Si;258,69
Hombre;24;No;Si;132,26
Mujer;62;Si;Si;221,94
Hombre;35;Si;Si;215,02
Mujer;28;Si;No;185
Hombre;20;Si;No;105,81
Mujer;69;Si;Si;169,03
Hombre;34;No;No;177,95
Mujer;52;No;No;257,25
Mujer;63;Si;Si;216,94
Mujer;56;Si;No;247,81
Mujer;50;Si;No;257,73
Mujer;53;Si;Si;255,94
Mujer;65;Si;No;200,99
Hombre;34;Si;Si;201,72
Hombre;35;No;No;192,76
Hombre;19;Si;No;97,09
Mujer;31;Si;Si;209,87
Hombre;65;No;Si;168,87
Hombre;41;Si;Si;224,34
Mujer;45;Si;Si;256,72
Hombre;70;Si;Si;147,79
Hombre;30;No;No;175,43
Mujer;52;Si;No;256,39
Mujer;30;No;Si;200,18
Mujer;67;Si;Si;187,76
Mujer;20;No;Si;112,7
Mujer;45;Si;Si;257,3
Mujer;30;No;No;196,99
Hombre;64;Si;Si;186,07
Hombre;35;No;No;194,56
Mujer;55;Si;No;247,77
Hombre;57;Si;Si;220,77
Hombre;53;Si;Si;226,26
Mujer;39;Si;Si;243,92
Mujer;34;Si;Si;223,45
Mujer;63;No;No;211,41
Mujer;20;Si;Si;108,67
Mujer;61;No;No;224,14
Mujer;27;No;No;177,47
Hombre;61;Si;Si;207,12
Hombre;38;No;No;198,48
Hombre;65;No;No;171,66
Hombre;43;No;Si;227,98
Mujer;24;No;No;149,57
Mujer;60;Si;No;229,18
Hombre;44;Si;No;229,47
Hombre;66;No;No;176,16
Mujer;56;No;Si;244,38
Mujer;66;No;No;191,97
Mujer;23;No;Si;138,36
Hombre;39;No;No;204,25
Mujer;29;No;No;193,24
Mujer;52;Si;Si;256,78
Mujer;19;Si;No;98,8
Hombre;62;No;No;205,77
Mujer;70;Si;Si;161,63
Hombre;66;No;Si;183,54
Hombre;49;No;Si;223,75
Mujer;47;Si;Si;263,43
Mujer;38;Si;Si;245,44
Hombre;47;Si;Si;212,79
Mujer;30;Si;Si;199,71
Hombre;38;Si;No;210,54
Hombre;69;No;Si;170,82
Hombre;57;Si;Si;211,71
Hombre;26;No;Si;143,59
Hombre;43;No;Si;233,95
Mujer;19;Si;Si;100,91
Mujer;36;Si;No;237,33
Hombre;29;No;No;169,78
Hombre;45;Si;Si;217,48
Mujer;68;No;No;174,18
Mujer;47;Si;Si;259,68
Hombre;65;No;No;188,68
Mujer;33;Si;Si;219,61
Mujer;42;No;No;255,9
Mujer;42;Si;Si;254,44
Hombre;23;No;No;135,34
Hombre;45;Si;No;216,89
Hombre;24;No;Si;132,27
Hombre;50;No;No;238,29
Mujer;45;Si;Si;258,8
Mujer;34;No;No;227,82
Hombre;35;Si;Si;193,37
Mujer;40;Si;Si;250,67
Hombre;44;Si;Si;233,26
Hombre;38;No;Si;209,89
Hombre;41;Si;Si;204,84
Mujer;20;Si;Si;109,85
Mujer;24;Si;Si;151,21
Mujer;35;Si;No;229,27
Hombre;65;Si;No;189,16
Hombre;34;Si;Si;190,99
Hombre;51;Si;Si;234,72
Mujer;50;Si;Si;260,04
Hombre;47;No;No;212,52
Hombre;37;No;Si;210,12
Hombre;36;No;Si;209,24
Mujer;62;Si;Si;220,61
Mujer;24;No;No;152,91
Mujer;30;Si;No;203,04
Mujer;47;Si;No;260,2
Mujer;53;Si;No;254,47
Hombre;29;No;No;182,05
Mujer;64;Si;Si;207,04
Mujer;27;Si;Si;177,23
Hombre;21;Si;Si;105,91
Hombre;24;Si;Si;139,85
Hombre;52;Si;No;219,18
Mujer;57;Si;Si;242,48
Hombre;23;Si;No;146,79
Hombre;35;Si;No;201,47
Hombre;47;No;No;217,96
Hombre;22;Si;Si;121,33
Hombre;52;Si;Si;232,83
Mujer;26;Si;Si;168,91
Hombre;43;No;No;228,22
Hombre;43;No;No;235,48
Hombre;66;Si;No;199,03
Mujer;58;Si;No;238,88
Mujer;65;Si;No;200,36
Hombre;42;Si;Si;229,81
Mujer;39;Si;Si;249,92
Mujer;24;Si;Si;151,94
Mujer;45;Si;Si;259,17
Hombre;28;Si;Si;168,25
Hombre;19;Si;Si;102,61
Mujer;29;No;No;194,92
Mujer;44;Si;No;257,26
Mujer;23;No;Si;141,38
Hombre;55;Si;Si;228,18
Mujer;25;Si;Si;160,14
Mujer;69;Si;No;168,01
Mujer;56;Si;No;244,01
Hombre;43;No;Si;227,48
Hombre;58;Si;Si;217,18
Hombre;28;Si;Si;171,6
Hombre;45;Si;Si;229,6
Mujer;66;Si;Si;191,9
Hombre;63;Si;Si;193,08
Hombre;46;Si;Si;231,69
Mujer;41;No;Si;250,25
Mujer;19;Si;No;97,24
Mujer;37;Si;Si;240,72
Mujer;38;Si;No;240,45
Mujer;67;Si;No;188,02
Mujer;40;No;Si;249,3
Mujer;62;No;No;221,93
Mujer;26;Si;No;167,2
Mujer;27;Si;Si;175,93
Mujer;64;No;No;207,16
Mujer;53;Si;Si;256,48
Mujer;53;No;Si;253,66
Hombre;66;No;No;185,65
Hombre;38;No;No;201,55
Hombre;58;No;No;217,81
Hombre;63;No;No;193,43
Mujer;20;Si;No;108,12
Hombre;36;Si;Si;207,41
Mujer;43;Si;Si;258,46
Hombre;58;No;No;211,34
Mujer;59;No;Si;232,95
Mujer;61;Si;Si;223,2
Hombre;62;Si;No;193,67
Hombre;18;No;No;75,64
Hombre;45;Si;Si;219,23
Hombre;28;Si;Si;172,6
Mujer;40;Si;Si;248,37
Hombre;30;No;No;179,09
Mujer;53;Si;Si;257,03
Mujer;24;Si;No;152,83
Mujer;39;No;Si;246,03
Hombre;69;Si;No;153,06
Hombre;60;No;No;198,34
Mujer;60;Si;No;232,49
Mujer;35;No;Si;231,77
Mujer;41;Si;Si;256,73
Mujer;69;Si;Si;166,48
Hombre;56;Si;Si;219,18
Mujer;49;No;Si;262,06
Hombre;48;Si;Si;228,25
Mujer;24;No;Si;150,29
Hombre;58;Si;No;205,14
Mujer;22;No;No;129,5
Mujer;21;No;Si;122,09
Hombre;49;No;Si;226,31
Mujer;70;Si;No;158,38
Mujer;18;Si;No;85,17
Hombre;25;No;Si;136,36
Mujer;40;No;No;248,8
Mujer;33;No;No;219,41
Mujer;61;No;No;224,31
Mujer;52;Si;No;259,83
Hombre;50;Si;Si;212,52
Mujer;31;Si;No;206,88
Hombre;25;Si;No;151,89
Mujer;55;No;No;249,88
Mujer;47;Si;Si;261,45
Mujer;44;No;No;261,25
Hombre;42;No;No;235,06
Hombre;38;No;No;209,72
Hombre;20;No;No;110,36
Hombre;68;No;No;177,94
Mujer;70;Si;Si;159,8
Mujer;33;Si;Si;215,71
Mujer;25;Si;No;160,6
Hombre;55;Si;No;208,38
Mujer;47;Si;No;258,26
Mujer;64;Si;No;204,01
Hombre;43;No;No;205,38
Mujer;37;Si;No;241,52
Mujer;18;No;Si;87,89
Hombre;62;No;No;194,48
Mujer;30;Si;No;198,37
Hombre;30;No;No;173,12
Mujer;44;Si;Si;257,28
Hombre;23;No;No;135,95
Hombre;64;No;Si;178,7
Mujer;43;Si;Si;260,72
Hombre;43;No;Si;207,23
Mujer;54;Si;Si;255,14
Mujer;48;Si;Si;260,23
Hombre;39;Si;No;223,47
Hombre;67;No;Si;177,13
Mujer;58;Si;Si;240,66
Mujer;30;No;No;198,67
Mujer;63;No;Si;215,97
Mujer;50;No;Si;260,04
Hombre;35;No;No;197,1
Hombre;70;Si;No;154,66
Hombre;56;Si;No;207,26
Hombre;36;No;No;219,23
Hombre;60;No;No;204,42
Hombre;62;No;No;203,15
Mujer;34;Si;Si;229,24
Hombre;67;No;Si;179,47
Mujer;51;No;No;258,09
Hombre;54;Si;Si;222,23
Mujer;50;Si;Si;260,95
Mujer;31;Si;Si;207,1
Mujer;45;Si;Si;257,79
Mujer;54;Si;Si;251,83
Mujer;68;Si;Si;175,78
Hombre;56;No;Si;225,85
Mujer;56;No;No;247,46
Hombre;43;No;Si;236,39
Mujer;19;No;No;97,55
Mujer;63;No;Si;214,15
Mujer;40;No;Si;249,74
Mujer;42;Si;Si;258,41
Mujer;27;No;No;175,14
Hombre;59;Si;Si;208,05
Mujer;44;No;Si;257,76
Hombre;59;Si;Si;209,9
Mujer;41;Si;No;254,38
Mujer;34;No;No;224,53
Mujer;28;Si;Si;186,61
Hombre;52;No;Si;235,17
Mujer;53;No;Si;257,7
Hombre;18;No;No;88,83
Mujer;51;No;Si;258,61
Hombre;57;No;No;217,05
Hombre;25;Si;Si;152,98
Mujer;31;Si;Si;207,03
Hombre;36;No;No;189,72
Hombre;35;No;No;196,6
Hombre;68;Si;Si;167,49
Mujer;29;Si;Si;190,8
Mujer;53;No;No;252,38
Hombre;49;No;Si;221,06
Hombre;64;No;Si;184,93
Hombre;24;No;No;144,66
Hombre;36;No;No;200,2
Mujer;32;Si;Si;212,85
Mujer;65;No;Si;199,06
Hombre;52;Si;Si;227,91
Hombre;64;No;No;191,16
Mujer;61;No;Si;227,84
Hombre;54;No;No;216,57
Hombre;21;No;Si;124,2
Hombre;51;Si;No;220,52
Mujer;36;Si;Si;233,3
Hombre;35;Si;Si;194,16
Hombre;64;No;Si;202,55
Hombre;45;No;Si;218
Mujer;54;Si;Si;250,05
Hombre;43;No;Si;235,6
Hombre;70;Si;Si;160,33
Mujer;58;Si;Si;240,95
Mujer;22;No;No;129,91
Mujer;28;Si;Si;186,11
Hombre;59;Si;No;197,94
Mujer;26;Si;Si;170,16
Hombre;40;Si;No;224,19
Hombre;33;No;No;189,17
Mujer;39;No;No;252,23
Mujer;25;Si;Si;161,41
Mujer;26;No;No;169,16
Mujer;26;Si;Si;170,27
Mujer;61;Si;Si;225,12
Hombre;41;Si;No;201,7
Mujer;18;Si;Si;87,27
Mujer;43;Si;Si;257,02
Mujer;61;Si;No;222,36
Mujer;54;Si;Si;253,02
Hombre;38;Si;Si;219,29
Hombre;26;Si;No;150,72
Hombre;61;No;Si;224,12
Mujer;29;No;Si;193,29
Mujer;70;No;Si;160,25
Mujer;56;No;No;246,85
Mujer;49;Si;Si;261,79
Hombre;29;No;No;168,17
Mujer;35;Si;No;230,21
Hombre;53;No;No;219,3
Mujer;19;Si;Si;98,61
Hombre;68;Si;Si;178,07
Mujer;65;No;Si;198,21
Mujer;67;Si;Si;183,25
Hombre;66;Si;Si;175,49
Mujer;39;Si;Si;244,39
Hombre;64;Si;Si;190,82
Mujer;49;Si;Si;263,12
Mujer;29;Si;Si;190,74
Mujer;25;No;Si;159,68
Hombre;44;No;No;230,69
Hombre;52;Si;Si;221,29
Hombre;20;Si;Si;98,72
Mujer;56;No;No;245,2
Mujer;53;No;No;253,81
Mujer;30;Si;No;202,53
Mujer;68;Si;Si;175,59
Hombre;54;Si;Si;230,79
Mujer;26;Si;Si;166,99
Hombre;54;Si;No;233,54
Mujer;53;No;No;257,96
Hombre;25;No;No;145,49
Mujer;53;Si;Si;253,56
Mujer;31;Si;Si;204,95
Mujer;48;Si;No;261,98
Mujer;23;Si;Si;140,14
Mujer;32;No;No;211,59
Mujer;18;No;Si;86,87
Mujer;31;No;No;206,24
Mujer;61;No;Si;223,98
Mujer;23;Si;Si;142,89
Mujer;41;No;No;254,01
Hombre;64;No;Si;189,63
Mujer;70;No;No;161,53
Mujer;25;No;Si;158,86
Mujer;46;No;Si;256,36
Mujer;39;Si;No;246,78
Hombre;36;No;Si;198,59
Mujer;33;Si;Si;218,43
Hombre;39;No;No;218,81
Mujer;53;No;No;253,75
Hombre;31;Si;No;179,63
Mujer;28;Si;No;185,51
Hombre;56;No;Si;214,17
Hombre;61;Si;Si;199,94
Hombre;49;No;Si;222,47
Hombre;42;No;No;216,85
Mujer;46;No;No;264,93
Hombre;30;Si;No;172,19
Mujer;20;No;Si;113,8
Hombre;33;Si;Si;190,31
Hombre;53;No;No;219,31
Mujer;39;No;No;245,93
Mujer;45;No;Si;257,15
Hombre;69;No;No;173,64
Mujer;54;Si;Si;249,81
Hombre;44;No;No;238
Hombre;54;Si;No;221,11
Mujer;24;Si;Si;151,03
Mujer;51;Si;No;257,51
Mujer;55;Si;No;250,42
Hombre;41;No;No;217,3
Hombre;25;No;Si;169,68
Mujer;48;No;Si;257,08
Mujer;30;No;No;200,97
Mujer;68;No;Si;179,25
Mujer;38;Si;Si;240,16
Hombre;43;No;Si;219,98
Hombre;69;No;No;172,62
Mujer;42;Si;No;255,51
Hombre;41;Si;No;218,93
Mujer;36;Si;Si;234,26
Mujer;40;Si;Si;249,49
Mujer;66;No;No;190,31
Mujer;31;Si;No;208,75
Mujer;64;Si;Si;208,82
Hombre;61;Si;No;196,99
Hombre;65;No;Si;189,59
Mujer;49;Si;Si;260,21
Mujer;33;Si;Si;221,32
Mujer;53;Si;Si;255,18
Mujer;41;Si;No;253,75
Hombre;51;Si;Si;226,94
Mujer;27;Si;Si;176,91
Mujer;18;No;Si;86,99
