Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;19 Melilla;A Total Delitos;;;;2019;1855
Total Nacional;19 Melilla;A Total Delitos;;;;2018;1870
Total Nacional;19 Melilla;A Total Delitos;;;;2017;1767
Total Nacional;19 Melilla;A Total Delitos;;;;2016;1400
Total Nacional;19 Melilla;A Total Delitos;;;;2015;1489
Total Nacional;19 Melilla;A Total Delitos;;;;2014;1385
Total Nacional;19 Melilla;A Total Delitos;;;;2013;1357
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2020;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2019;2
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2018;2
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2017;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2016;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2015;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2014;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;;;2013;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2020;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2019;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2018;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2017;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2016;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2015;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2014;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.1 Homicidio;;2013;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2020;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2019;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2018;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2017;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2016;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2015;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2014;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.2 Asesinato;;2013;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2020;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2019;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2018;2
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2017;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2016;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2015;1
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2014;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.3 Homicidio por imprudencia;;2013;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2020;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2019;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2018;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2017;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2016;0
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2015;""
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2014;""
Total Nacional;19 Melilla;A Total Delitos;1 Homicidio y sus formas;1.4 Inducción al suicidio;;2013;0
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2020;244
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2019;267
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2018;215
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2017;226
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2016;158
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2015;123
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2014;69
Total Nacional;19 Melilla;A Total Delitos;3 Lesiones;;;2013;45
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2020;74
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2019;77
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2018;82
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2017;61
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2016;31
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2015;29
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2014;15
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;;;2013;15
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2020;70
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2019;67
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2018;75
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2017;55
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2016;27
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2015;24
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2014;13
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.2 Amenazas;;2013;14
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2020;4
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2019;10
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2018;7
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2017;6
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2016;4
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2015;5
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2014;2
Total Nacional;19 Melilla;A Total Delitos;6 Contra la libertad;6.9 Coacciones y detenciones ilegales;;2013;1
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2020;16
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2019;22
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2018;24
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2017;9
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2016;12
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2015;7
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2014;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;;;2013;2
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2020;16
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2019;21
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2018;24
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2017;9
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2016;11
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2015;7
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2014;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.1 Trato degradante y violencia;;2013;2
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2020;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2019;1
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2018;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2017;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2016;1
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2015;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2014;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.2 Tortura;;2013;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2020;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2019;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2018;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2017;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2016;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2015;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2014;0
Total Nacional;19 Melilla;A Total Delitos;7 Torturas e integridad moral;7.3 Otros;;2013;0
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2020;3
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2019;7
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2018;9
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2017;3
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2016;13
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2015;11
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2014;15
Total Nacional;19 Melilla;A Total Delitos;8 Contra la libertad e indemnidad sexuales;;;2013;14
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2020;14
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2019;7
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2018;5
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2017;10
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2016;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2015;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2014;12
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;;;2013;4
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2020;14
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2019;7
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2018;5
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2017;10
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2016;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2015;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2014;11
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;;2013;2
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2020;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2019;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2018;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2017;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2016;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2015;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2014;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.1 Quebrantamiento de los deberes de custodia;2013;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2020;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2019;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2018;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2017;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2016;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2015;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2014;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.2 Sustracción de menores;2013;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2020;14
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2019;7
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2018;5
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2017;10
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2016;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2015;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2014;11
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2013;2
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2020;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2019;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2018;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2017;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2016;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2015;0
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2014;1
Total Nacional;19 Melilla;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2013;2
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2020;267
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2019;443
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2018;367
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2017;327
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2016;221
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2015;275
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2014;248
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2013;204
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2020;115
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2019;191
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2018;156
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2017;119
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2016;56
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2015;44
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2014;21
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2013;20
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2020;97
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2019;158
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2018;139
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2017;144
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2016;111
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2015;166
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2014;168
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2013;147
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2020;47
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2019;73
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2018;63
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2017;55
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2016;38
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2015;72
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2014;64
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2013;41
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2020;50
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2019;85
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2018;76
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2017;89
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2016;73
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2015;94
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2014;104
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2013;106
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2020;2
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2019;7
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2018;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2017;5
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2016;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2015;8
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2014;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2013;7
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2020;3
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2019;7
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2018;1
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2017;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2016;0
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2015;7
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2014;13
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2013;2
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2020;20
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2019;26
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2018;33
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2017;17
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2016;23
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2015;12
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2014;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2013;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2020;15
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2019;19
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2018;26
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2017;12
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2016;19
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;7
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;6
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;6
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;5
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;3
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;4
